BP-01115,デンソーコサイ,high
BP-01116,デンソーニシオ,high
BP-01117,デンソーニシオコウジョウ,high
BP-01118,デンソートヨハシ,high
BP-01119,デンソゼンミョウセイサクショ,medium
BP-01120,トヨタサマムケ,high
BP-01121,トヨタジドウシャ,high
BP-01122,トヨタジドウシャキュウシュウムケ,high
BP-01123,トヨタジドウシャキュウシュウサマムケ,medium
BP-01124,トヨタシャタイ,high
BP-01125,トークシステム,high
BP-01127,パスカルヤマガタ,high
BP-01128,パスカル,high
BP-01129,ビーティーティー,high
BP-01130,ビーティーティーオーエスジー,high
BP-01131,ビーティーティーアライド,high
BP-01132,ビーティーティーサンワショウジ,medium
BP-01133,ビーティーティーヒタチツール,high
BP-01134,ビーティーティーダイジェット,high
BP-01135,ファインツール・ジャパン,high
BP-01136,フコクトウカイ,medium
BP-01138,フジキンセンタンジギョウショツクバセンタンジギョウショ,medium
BP-01140,フジデノロフクシマコウジョウ,high
BP-01142,マコトロイコウギョウ,high
BP-01144,ヤマハハツドウキ,high
BP-01145,ユキギケン,high
BP-01146,ユタカコウギョウ,high
BP-01153,リコーエレメックスエーティーエナコウジョウ,medium
BP-01154,リブボザイダンカコウヤマグチコウジョウ,low
BP-01156,リョービキクガワコウジョウ,medium
BP-01157,リンナイセイキ,high
BP-01159,ワルタージャパン,high
BP-01161,アイシンアンジョウ,high
BP-01163,エムティーキハン,medium
BP-01166,ジェイテクトハナゾノ,high
BP-01174,イマニシセイサクショ,medium
BP-01175,ヨシノブセイキコウギョウ,low
BP-01176,オオカワデンキセイサクショフクシマコウジョウ,medium
BP-01177,オカモトケンセツ,high
BP-01178,ニホンジンケン,low
BP-01179,サクライセイサクショ,high
BP-01180,ミノルサンギョウ,low
BP-01181,ショウエイ,medium
BP-01182,ナガタデンザイコウギョウ,low
BP-01183,トリゴエジュシコウギョウ,medium
BP-01184,ジェイテクトオカザキコウジョウ,high
BP-01185,スギノマシンカケガワジギョウショ,high
BP-01187,ノリタケカンパニーリミテドセラミックジギョウブ,high
BP-01188,シモオカコウギョウ,low
BP-01189,サンワクリエーション,high
BP-01190,サンエイショウジ,medium
BP-01191,サンキツウショウ,high
BP-01192,サンキツウショウ,high
BP-01193,ミツビシジドウシャ,high
BP-01194,ミツビシデンキ,high
BP-01195,ミツビシデンキナゴヤセイサクショ,high
BP-01196,ミツビシデンキイナザワセイサクショ,high
BP-01197,ミツビシデンキイナザワ,high
BP-01198,ミエセイキ,medium
BP-01199,チュウオウコウキトチギコウジョウ,high
BP-01200,チュウオウコウキ,high
BP-01201,ナカサカボウエキシャンハイダイレンブンコウシ,low
BP-01202,マルブンツウショウ,medium
BP-01203,マルエイメキシコ,medium
BP-01204,マルエイミヤザキ,medium
BP-01205,マルエイコウギョウメキシコ,medium
BP-01206,キュウシュウヤナガワ,medium
BP-01207,イカダサンギョウ,low
BP-01208,イザワキンゾク,medium
BP-01209,スミトモショウジマシネックス,high
BP-01210,コウヨウマシーンブイエヌ,medium
BP-01211,コウヨウギケン,high
BP-01212,コウヨウギケンヤマグチコウジョウ,high
BP-01213,コウヨウギケンヤマガタ,high
BP-01214,コウヨウギケンヤマガタコウジョウ,high
BP-01215,カネフサ,high
BP-01216,トミマツコウギョウ,medium
BP-01217,セッサクテスト,high
BP-01218,マエダキコウウベエイギョウショ,medium
BP-01219,カツヤマセイキ,medium
BP-01220,ホクリク,high
BP-01221,ハンダジュウコウギョウ,medium
BP-01222,キョウワアルテック,high
BP-01223,キョウワセイコウ,high
BP-01224,アモイキンロトクシュゴウキン,low
BP-01225,エスアイシーツールズ,medium
BP-01226,ヨシカワキンゾクケイユ,low
BP-01227,ヨシダキンゾクセイサクショ,high
BP-01228,トサキコウ,medium
BP-01229,オオミヤニッシン,medium
BP-01230,タイセイキョウドウクミアイ,medium
BP-01231,タイセイコウキ,medium
BP-01232,ダイエイケンザイ,medium
BP-01233,オオイシキカイ,medium
BP-01234,オオミコウギョウ,medium
BP-01235,タイホウコウギョウ,high
BP-01236,オオノセイコウ,medium
BP-01237,オオサカコウキ,high
BP-01238,テンマ,high
BP-01239,アンジョウ,medium
BP-01240,ヤスダブッサン,medium
BP-01241,ミヤガワコウギョウ,medium
BP-01242,テラオキカイ,medium
BP-01243,テラオキカイイヅミ,low
BP-01244,コトブキキンゾクコウギョウ,medium
BP-01245,センムサンプルヒン,medium
BP-01246,ヤマシタキカイ,high
BP-01247,ギフショウジホンシャエイギョウブ,high
BP-01248,ギフセイコウ,high
BP-01249,ギフセイキコウギョウ,high
BP-01250,オカダテッコウショ,medium
BP-01251,イワマ,medium
BP-01252,イワマショッキセイサクショ,medium
BP-01253,カワサキジュウコウ,high
BP-01254,カワサキジュウコウギョウ,high
BP-01255,カワジュウショウジ,high
BP-01256,トモエサンギョウニイガタシテン,high
BP-01257,ヒライワテッコウショ,medium
BP-01258,ヒロシマアルミ,high
BP-01259,ヒロシマセイミツコウギョウ,high
BP-01260,ヒロシマセイミツコウギョウコウヨウコウジョウ,medium
BP-01261,ヒロシマアルミニウムコウギョウ,high
BP-01262,ギケン,high
BP-01263,シンニホンゾウキ,medium
BP-01264,ニイガタヨウカグ,medium
BP-01265,ニホンウォルフラム,medium
BP-01266,ニホンコーティングセンター,high
BP-01267,ニホンスライドコウギョウ,medium
BP-01268,ニホンハードメタル,high
BP-01269,ニホントクシュゴウキン,medium
BP-01270,ニホンシャリョウ,high
BP-01271,ニホンキンロコウシツゴウキン,low
BP-01272,ニッショウサンギョウ,medium
BP-01273,ニッサンジドウシャ,high
BP-01274,ニッサンジドウシャトチギコウジョウ,high
BP-01275,ニッサンジドウシャヨコハマコウジョウ,high
BP-01276,ニッパツハンバイ,medium
BP-01277,ニッケンツール,medium
BP-01278,ニッシンキコウ,medium
BP-01279,ニッシンキコウグンマコウジョウ,medium
BP-01280,ニッシンセイキ,high
BP-01281,ニッポウメタルテック,medium
BP-01282,シュンポシンラテンジシュウダン,low
BP-01283,ショウワセイキ,high
BP-01284,エムティーアール,high
BP-01285,アイシーサービス,high
BP-01286,セラティジットジャパン,high
BP-01287,ミツイエンジニアリング,high
BP-01288,ナカツガワチョウコウハモノ,medium
BP-01289,カトウテッコウショ,medium
BP-01290,サンテクニカ,high
BP-01291,ワダコウギョウショ,medium
BP-01292,ソネダコウギョウ,medium
BP-01293,ハットリショウカイ,high
BP-01294,トウキュウ,low
BP-01295,トウキョウチョウコウコウグ,high
BP-01296,トウカイセイキ,high
BP-01297,トウカイキンゾクコウギョウ,high
BP-01298,トウシバ,high
BP-01299,トウシバケイヒンジギョウショ,high
BP-01300,トウシバエネルギーシステムズ,high
BP-01301,マツムラセイケイ,medium
BP-01302,コミニクスオオサカコウキ,medium
BP-01303,ケイアイショウコウ,medium
BP-01304,アクシスマテリア,high
BP-01305,エフエスケー,high
BP-01306,オーエムアイ,high
BP-01307,カオルセイサクショ,medium
BP-01308,トライトレーズ,high
BP-01309,バリアスワークス,high
BP-01310,マザーツール,high
BP-01311,ミスミ,high
BP-01312,ミスミシャンハイ,medium
BP-01313,ミスミホンシャ,high
BP-01314,ミスミヒガシニホン,medium
BP-01315,ミスミヒガシニホン,medium
BP-01316,ミスミトクチュウ,medium
BP-01317,ミスミニシニホン,medium
BP-01318,メガシステム,high
BP-01319,ユーエフツール,high
BP-01320,ワタナベツール,high
BP-01321,サンコウセイサクショ,medium
BP-01322,サンコウセイサクショヤマグチコウジョウ,medium
BP-01323,フジコシ,high
BP-01324,イタカ,medium
BP-01325,イタカトレーディングス,medium
BP-01326,メイナンセイミツセイサクショ,medium
BP-01327,ダイワショウカイ,low
BP-01328,タイセイ,medium
BP-01329,スハラテクノス,medium
BP-01330,ヤマカツショウカイ,low
BP-01331,ヤマナオ,low
BP-01332,コウケン,medium
BP-01333,シンワツウショウ,medium
BP-01334,ニッケンセイミツ,medium
BP-01335,トウヨウ,high
BP-01336,マツオカテッコウショ,medium
BP-01337,ハネダショウカイトウホクエイギョウショ,medium
BP-01338,ハネダショウカイナゴヤ,medium
BP-01339,ハネダショウカイトヨタ,medium
BP-01340,ハネダショウカイタカハマ,medium
BP-01341,ハネダショウカイアツギ,medium
BP-01342,ハネダショウカイトウキョウ,medium
BP-01343,スルガセイサンプラットホーム,medium
BP-01344,タカギコーポレーション,high
BP-01345,セガワツールサービス,high
BP-01346,カモガワサンヨウツールエイギョウショ,medium
BP-01347,モノタロウ,high
BP-01348,アライドダイヤモンド,high
BP-01349,アライドマテリアル,high
BP-01350,ウノコーポレーション,high
BP-01351,エイチ・エム・ティー,high
BP-01352,オリオンコウグセイサクショ,medium
BP-01353,ギコウ,high
BP-01354,クラタ,high
BP-01355,グラデュオ,high
BP-01356,ケイ・エム・ケイ,high
BP-01357,サンコウキ,medium
BP-01358,シマノシモノセキコウジョウ,high
BP-01359,シルバーロイ,high
BP-01360,ジーシーティー,high
BP-01361,ジーネットナゴヤエイギョウショ,high
BP-01362,テルミック,high
BP-01363,フクトク,high
BP-01364,マルニシ,high
BP-01365,フジ,high
BP-01366,フジコウグ,high
BP-01367,ナゴヤセイミツカナガタ,high
BP-01368,メイユウショウコウ,medium
BP-01369,カスガイカナガタ,high
BP-01370,フチモトコウキ,medium
BP-01371,ハクセイシャ,low
BP-01372,イシダショウカイ,high
BP-01373,コンドウコウサクショ,high
BP-01374,ノリタケカンパニーリミテドミヨシコウジョウ,high
BP-01375,ヨコイテッコウ,medium
BP-01376,ムサシセイミツコウギョウ,high
BP-01377,ムサシノセイミツ,high
BP-01378,ミトコウギョウ,high
BP-01379,エイコウデンキコウギョウ,medium
BP-01380,エトウサンソ,medium
BP-01381,イケダセイコウオキナワコウジョウ,high
BP-01382,カワムラサンギョウ,high
BP-01383,チュウモンサキティーエイチケーヤマガタコウジョウ,medium
BP-01384,ツシマセイサクショ,medium
BP-01385,ウラワセイサクショ,high
BP-01386,コナンハクウントウホウフンマツヤキンユウゲンコウシ,low
BP-01387,コナンハクウントウホウフンマツヤキンユウゲンコウシ,low
BP-01388,シブヤコウギョウ,high
BP-01389,サワダコウグ,high
BP-01390,サワダコウグソシュウユウゲンコウシ,medium
BP-01391,サワダセイミツトウグダイレンユウゲンコウシ,medium
BP-01392,サワダセイミツジングダイレンユウゲンコウシ,low
BP-01393,サワダセイミツダイレンユウゲンコウシ,medium
BP-01394,アツタコウギョウ,high
BP-01395,コトウラセイサクショ,medium
BP-01396,コウシンサンギョウ,medium
BP-01397,イシミツ,medium
BP-01398,イシミツメキシコ,medium
BP-01399,イシミツコウギョウ,medium
BP-01400,イシミツコウギョウトウインヒガシ,medium
BP-01401,イシミツコウギョウオオハルコウジョウ,medium
BP-01402,イシミツコウギョウトウインヒガシコウジョウ,medium
BP-01403,イシミツコウギョウトウインニシダイニコウジョウ,medium
BP-01404,イシミツコウギョウデンソー,medium
BP-01405,フクイメガネコウギョウ,high
BP-01406,フクジュコウギョウ,medium
BP-01407,シュウガイ,low
BP-01408,シュウガイチョウコウジングダイレン,low
BP-01409,シュウガイチョウコウジングダイレンガイ,low
BP-01410,イナザワキカイセイサクショ,medium
BP-01411,イナビシテクニカ,medium
BP-01412,イナビシテクニカウメスカコウジョウ,low
BP-01413,ヨネタニセイサクショ,low
BP-01414,ミノコウギョウ,high
BP-01415,ハネダショウカイイヌヤマシュッチョウショ,medium
BP-01416,コウクウウチュウジギョウブ,high
BP-01417,キクチハグルマ,high
BP-01418,キクタテッコウ,medium
BP-01419,ソシュウエンテイゴキン,low
BP-01420,ハカマダセイサクショマツサカコウジョウ,medium
BP-01421,ニシムラデンキ,high
BP-01422,タニワキコウギョウ,medium
BP-01423,ホウアジドウシャヒガシ,low
BP-01424,ホウセイブレーキコウギョウ,high
BP-01425,トヨタジドウショクヒガシチタ,low
BP-01426,トヨタジドウショッキ,high
BP-01427,トヨタジドウショッキヒガシチタコウジョウ,high
BP-01428,トヨタジドウショッキヘキナンコウジョウ,high
BP-01429,トヨタジドウショッキカリヤ,high
BP-01430,トヨタジドウショッキヒガシウラ,high
BP-01431,トヨタジドウショッキヒガシチタ,high
BP-01432,トヨタジドウショッキヘキナン,high
BP-01433,トヨタジドウショッキヘキナンコウジョウ,medium
BP-01434,トヨタジドウシャ,high
BP-01435,ホウツウドウカンハンダ,medium
BP-01436,ホウツウコウカン,medium
BP-01437,ナガヨコウギョウ,low
BP-01438,カンサイセイコウショウジ,high
BP-01439,タカツセイサクショ,medium
BP-01440,トリイテッコウ,medium
BP-01441,サイトウセイキ,high
BP-01443,シーケーケーヤマグチコウジョウ,high
BP-01444,シーケーケーヤマグチコウジョウコウヨウ,medium
BP-01445,シーケーケーヤマグチコウジョウサンヨウツール,medium
BP-01446,シーケーケーヤマガタコウジョウ,high
BP-01447,シーケーケー,high
BP-01448,シーケーケーホンシャ,high
BP-01449,シーケーケーホンシャエルディー,medium
BP-01451,ティーエイチケーセンダイコウジョウ,high
BP-01453,クラレノリタケデンタルミヨシコウジョウ,high
BP-01454,クラレノリタケデンタルクラレノリタケデンタルミヨシコウジョウ,medium
BP-01456,シー・ケィ・ケータイブン,medium
BP-01458,ヤマトトクシュコウヤマガタ,high
BP-01459,ヤマトトクシュコウイバラキエイギョウショ,high
